,Priority,Summary,time
11225,1,outputcollection and outputtype of mapreduceoptions not work,1
11226,2,final id field causes unsupportedoperationexception when reading object.,0
11227,0,indexed property creating unnecessary collections in multiple db in mongo (spring),0
11228,1,classcastexception for $sample aggregation operation,0
11229,1,use correct document identifier on gridfsoperations getresource method,0
11230,1,invalidpersistentpropertypath exception is thrown in some valid cases,0
11231,2,mongocredentialpropertyeditor throws arrayindexoutofboundsexception when password contains a questionmark,0
11232,2,kotlin sources are not published into maven sources artifact,0
11233,1,getting exception in mappingmongoconverter while trying to map array of arrays into object,1
11234,2,springdatamongodbserializer does not convert 'in' predicate for nested string id properties mapping to objectid,1
11235,1,mongoquerycreator will not create query correctly when passing pattern object with options,0
11236,2,criteria instances using different regex patterns are considered equal,0
11237,2,couldn't find persistententity from auditing,0
11238,1,springdatamongodbserializer cannot convert query on nested id,0
11239,1,changestreamevent aggregator filter doesn't work for nested fields,1
11240,2,string id not working for embeded objects,0
11241,2,aggregation matchoperation fails to convert query.,0
11242,2,"transaction feature works with mongodb-driver . . -beta , but not . . -beta",0
11243,2,reference documentation does not include transaction and sessions,0
11244,2,typo in criteriaextensions kdoc,0
11245,2,typo in field.positionkey,0
11246,2,transaction feature doesn't work with mongodb-driver . . -beta instead of . . -beta,0
11247,1,stackoverflow when evaluating querydsl predicate,1
11248,0,querydsl functionality defect while using not operator for negate operation,1
11249,1,lazy initialization/loading not working after upgrading to .,0
11250,2,reactive mongo hangs with inheritance hierarchies defined in different gradle project,0
11251,0,index creation through reactivemongotemplate uses blocking methods,0
11252,2,multiple mongotemplate instances pointing to different dbs create entity collections in all dbs,1
11253,2,potential classcastexception in mappingmongoconverter#writeinternal when writing collections.,0
11254,2,gridfsoperations.getresource(...) returns null,1
11255,2,missing @nullable annotation in gridfstemplate.bucket,0
11256,2,string-query accepting uuid renders to $uuid,0
11257,0,"spring boot , mongo reactive, java",0
11258,2,fix typo in tests,0
11259,2,error in method findone(example example) in reactivequerybyexampleexecutor when there is no results,0
11260,2,mappingmongoconverter fails to properly read nested arrays,0
11261,2,declare project.root property to make sure javadoc generation works,0
11262,2,"in case of inheritance, mongorepository.saveall(âš) does not insert elements into the aggregate collection",0
11263,2,exclusions in projection,1
11264,2,mongodb srv url are not supported in spring data mongodb,0
11265,1,retrieve raw data which doesn't exists fails,0
11266,2,querydsl - cannot find all with predicate,0
11267,1,mongo repository paginated response totalelements is incorrect when additional policy query where clause is applied via application.yml,0
11268,1,uncategorizedmongodbexception: $jsonschema is not allowed in this context,0
11269,1,spel expressions in @document annotations are not re-evaluated for repository query executions,0
11270,1,aggregationexpression rendering does not consider nested property aliasing,0
11271,1,"skip parameter not working in mongotemplate#remove(query, class).",0
11272,2,mongoclientoptionsfactorybean enables ssl if sslsocketfactory is set,0
11273,2,findfirst query method throws incorrectresultsizedataaccessexception on non-unique result,0
11274,2,api documentation returns,0
11275,1,"mongo count operation called twice in querydslmongopredicateexecutor.findall(predicate, pageable)",1
11276,2,"hi, i suffering wiht some issues in spring security for kotlin",0
11277,2,kotlin introspection is not working during injection of reactivemongotemplate,0
11278,2,gridfsresource.getcontenttype() throws nullpointerexception on absent metadata,0
11279,2,query document shows wrong predicate in query method reference docs,0
11280,2,aggregation operator $reduce with arrayoperators.reduce produce a wrong document,1
11281,2,optimistic locking allows reactivemongotemplate to modify immutable objects,2
11282,2,reactive mongodb hangs on block() when used in component initialization,0
11283,2,failure to read scala collection types in mappingmongoconverter,0
11284,2,@query breaks for optional search in list argument,2
11285,2,issue with parameters parsing in @query string,0
11286,1,afterconvertevent is not published when using custom methods in repository interface,0
11287,2,discovering the preferred constructor lead to inaccessibleobjectexception with java,1
11288,2,reference documentation mentions @tailablecursor instead of @tailable,1
11289,2,kotlin extensions should return nullable types,0
11290,2,missing documentation on faceted classification,0
11291,2,reference documentation doesn't match with api documentation .x vesrion,0
11292,2,querydsl predicate using in operator fails for dbref,2
11293,1,type hint usage broken when using positional parameters with more than one digit,0
11294,1,distinct values with geoquery works in mongo but not in spring,1
11295,2,gridfsresource wrong type in javadoc,0
11296,2,documentation for operations.find uses wrong result type,0
11297,1,no converter found capable of converting from type org.bson.types.binary to type byte[],0
11298,2,cyclicpropertyreferenceexception on index resolution,0
11299,2,@field annotation does not work on a method level,0
11300,1,query.limit(n) on empty query is not applied,0
11301,2,update.equals(âš) fails to recognize an equal update object,1
11302,2,"reactivemongooperations#remove(mono, java.lang.string) ends up in an infinite loop.",0
11303,1,property not found when using aggregation fields with nested objects of more than level,2
11304,1,type hint not added when updating nested list elements with inheritance,0
11305,2,"alternative for auto-connect-retry=""true"" in spring mongo .",0
11306,2,duplicate elements in dbrefs list not correctly mapped,0
11307,2,spring data mongodb . . .m -> no converter found capable of converting from type [org.bson.types.binary] to type [byte[]],1
11308,1,reactivecrudrepository freezes on request,0
11309,1,improve exception message if type to read doesn't match declared type on map value,0
11310,2,aggregation project and arithmetic operation not working with nested fields,0
11311,2,indexensuringquerycreationlistener should skip queries without criteria,0
11312,0,executing repository methods with closed projection fails,0
11313,2,projection example is incomplete and/or slightly confusing,0
11314,2,open projection does not fetch all properties,0
11315,1,executablefindoperation.find(âš).first() fails with npe,0
11316,1,potential nullpointerexception in closeableiterablecursoradapter,0
11317,0,"mongotemplate.findandremoveall(query, string) delegates to wrong overload",0
11318,2,mongocredentialpropertyeditor improperly resolves the credential string,1
11319,2,parameter binding ignores same fields,0
11320,2,allow referencing views in object graphs containing circular dependencies,1
11321,2,no ssl support in java.nio.channels.asynchronoussocketchannel using spring boot .,0
